date,location,setlist
2010-10-30,UNO Lakefront Arena,"I: 1Pigeons, 2Papa Legba, 3Dirty Side Down, 4Surprise Valley, 5Ride Me High, 6Blue Indian, 7Henry Parsons Died, 8Bowlegged Woman, 1Climb To Safety, 2Arleen, 3Chilly Water, 4Right Place Wrong Time, 5Dream Warrior, 6Protein Drink, 7Sewing Machine, 8Tie Your Shoes, 9Shut Up and Drive, 10Ain’t Life Grand, 11Action Man, 1Action Man, 2Greta, 3Cream Puff War
II: 1Climb To Safety, 2Arleen, 3Chilly Water, 4Right Place Wrong Time, 5Dream Warrior, 6Protein Drink, 7Sewing Machine, 8Tie Your Shoes, 9Shut Up and Drive, 10Ain’t Life Grand, 11Action Man, 1Action Man, 2Greta, 3Cream Puff War
E: 1Action Man, 2Greta, 3Cream Puff War"
2010-10-29,UNO Lakefront Arena,"I: 1Holden Oversoul, 2Junior, 3You Should Be Glad, 4Weight of the World, 5Clinic Cynic, 6Happy, 7Ribs and Whiskey, 8Walkin’ (For Your Love), 9Slippin Into Darkness, 10Radio Child, 1Little Kin, 2B of D, 3Bust it Big, 4Saint Ex, 5Rebirtha, 6Postcard, 7Red Beans, 8Drums, 9Genesis, 1Contentment Blues, 2North
II: 1Little Kin, 2B of D, 3Bust it Big, 4Saint Ex, 5Rebirtha, 6Postcard, 7Red Beans, 8Drums, 9Genesis, 1Contentment Blues, 2North
E: 1Contentment Blues, 2North"
2010-10-29,UNO Lakefront Arena,"I: 1Holden Oversoul, 2Junior, 3You Should Be Glad, 4Weight of the World, 5Clinic Cynic, 6Happy, 7Ribs and Whiskey, 8Walkin’ (For Your Love), 9Slippin Into Darkness, 10Radio Child, 1Little Kin, 2B of D, 3Bust it Big, 4Saint Ex, 5Rebirtha, 6Postcard, 7Red Beans, 8Drums, 9Genesis, 1Contentment Blues, 2North
II: 1Little Kin, 2B of D, 3Bust it Big, 4Saint Ex, 5Rebirtha, 6Postcard, 7Red Beans, 8Drums, 9Genesis, 1Contentment Blues, 2North
E: 1Contentment Blues, 2North"
2010-10-29,UNO Lakefront Arena,"I: 1Holden Oversoul, 2Junior, 3You Should Be Glad, 4Weight of the World, 5Clinic Cynic, 6Happy, 7Ribs and Whiskey, 8Walkin’ (For Your Love), 9Slippin Into Darkness, 10Radio Child, 1Little Kin, 2B of D, 3Bust it Big, 4Saint Ex, 5Rebirtha, 6Postcard, 7Red Beans, 8Drums, 9Genesis, 1Contentment Blues, 2North
II: 1Little Kin, 2B of D, 3Bust it Big, 4Saint Ex, 5Rebirtha, 6Postcard, 7Red Beans, 8Drums, 9Genesis, 1Contentment Blues, 2North
E: 1Contentment Blues, 2North"
2010-10-27,Verizon Theatre at Grand Prairie,"I:: 1Makes Sense To Me, 2Thin Air (Feels Like Mississippi), 3Sometimes, 4Christmas Katie, 5Let It Rock, 6Conrad The Caterpillar, 7Tortured Artist, 8I’m Not Alone, 9Flicker, 1Dream Song, 2Three Candles, 3Solid Rock, 4Mr. Soul, 5Bear’s Gone Fishin’, 6It Ain’t No Use, 7Drums, 8Papa Johnny Road, 9No Sugar Tonight / New Mother Nature, 10Better Off, 11Thought Sausage, 1From the Cradle, 2Fishwater
II:: 1Dream Song, 2Three Candles, 3Solid Rock, 4Mr. Soul, 5Bear’s Gone Fishin’, 6It Ain’t No Use, 7Drums, 8Papa Johnny Road, 9No Sugar Tonight / New Mother Nature, 10Better Off, 11Thought Sausage, 1From the Cradle, 2Fishwater
E:: 1From the Cradle, 2Fishwater"
2010-10-27,Verizon Theatre at Grand Prairie,"I:: 1Makes Sense To Me, 2Thin Air (Feels Like Mississippi), 3Sometimes, 4Christmas Katie, 5Let It Rock, 6Conrad The Caterpillar, 7Tortured Artist, 8I’m Not Alone, 9Flicker, 1Dream Song, 2Three Candles, 3Solid Rock, 4Mr. Soul, 5Bear’s Gone Fishin’, 6It Ain’t No Use, 7Drums, 8Papa Johnny Road, 9No Sugar Tonight / New Mother Nature, 10Better Off, 11Thought Sausage, 1From the Cradle, 2Fishwater
II:: 1Dream Song, 2Three Candles, 3Solid Rock, 4Mr. Soul, 5Bear’s Gone Fishin’, 6It Ain’t No Use, 7Drums, 8Papa Johnny Road, 9No Sugar Tonight / New Mother Nature, 10Better Off, 11Thought Sausage, 1From the Cradle, 2Fishwater
E:: 1From the Cradle, 2Fishwater"
2010-10-27,Verizon Theatre at Grand Prairie,"I:: 1Makes Sense To Me, 2Thin Air (Feels Like Mississippi), 3Sometimes, 4Christmas Katie, 5Let It Rock, 6Conrad The Caterpillar, 7Tortured Artist, 8I’m Not Alone, 9Flicker, 1Dream Song, 2Three Candles, 3Solid Rock, 4Mr. Soul, 5Bear’s Gone Fishin’, 6It Ain’t No Use, 7Drums, 8Papa Johnny Road, 9No Sugar Tonight / New Mother Nature, 10Better Off, 11Thought Sausage, 1From the Cradle, 2Fishwater
II:: 1Dream Song, 2Three Candles, 3Solid Rock, 4Mr. Soul, 5Bear’s Gone Fishin’, 6It Ain’t No Use, 7Drums, 8Papa Johnny Road, 9No Sugar Tonight / New Mother Nature, 10Better Off, 11Thought Sausage, 1From the Cradle, 2Fishwater
E:: 1From the Cradle, 2Fishwater"
2010-10-24,Open Sky Theater,"I:: 1Disco, 2Barstools and Dreamers, 3Weak Brain, Narrow Mind, 4Pickin’ Up The Pieces, 5Wondering, 6True To My Nature, 7Blight, 8Proving Ground, 9Imitation Leather Shoes, 1Let’s Get Down To Business, 2Give, 3Goodpeople, 4Drums, 5Porch Song, 6Pilgrims, 7St. Louis, 8Driving Song, 9Travelin’ Light, 10Chainsaw City
II:: 1Let’s Get Down To Business, 2Give, 3Goodpeople, 4Drums, 5Porch Song, 6Pilgrims, 7St. Louis, 8Driving Song, 9Travelin’ Light, 10Chainsaw City"
2010-10-24,Open Sky Theater,"I:: 1Disco, 2Barstools and Dreamers, 3Weak Brain, Narrow Mind, 4Pickin’ Up The Pieces, 5Wondering, 6True To My Nature, 7Blight, 8Proving Ground, 9Imitation Leather Shoes, 1Let’s Get Down To Business, 2Give, 3Goodpeople, 4Drums, 5Porch Song, 6Pilgrims, 7St. Louis, 8Driving Song, 9Travelin’ Light, 10Chainsaw City
II:: 1Let’s Get Down To Business, 2Give, 3Goodpeople, 4Drums, 5Porch Song, 6Pilgrims, 7St. Louis, 8Driving Song, 9Travelin’ Light, 10Chainsaw City"
2010-10-24,Open Sky Theater,"I:: 1Disco, 2Barstools and Dreamers, 3Weak Brain, Narrow Mind, 4Pickin’ Up The Pieces, 5Wondering, 6True To My Nature, 7Blight, 8Proving Ground, 9Imitation Leather Shoes, 1Let’s Get Down To Business, 2Give, 3Goodpeople, 4Drums, 5Porch Song, 6Pilgrims, 7St. Louis, 8Driving Song, 9Travelin’ Light, 10Chainsaw City
II:: 1Let’s Get Down To Business, 2Give, 3Goodpeople, 4Drums, 5Porch Song, 6Pilgrims, 7St. Louis, 8Driving Song, 9Travelin’ Light, 10Chainsaw City"
